CODIBGE_domicílio do devedor;COMARCA_ABR - DOMICILIO DO DEVEDOR;CODIBGE_ABR_Praça de Protesto;PRAÇA DE PROTESTO;ABR_UF;;
2917508;OUROLANDIA;2923357;JACOBINA;BA;;
2923407;PALMAS DE MONTE ALTO;2923407;PALMAS DE MONTE ALTO;BA;;
2923605;PARAMIRIM;2923605;PARAMIRIM;BA;;
2923704;PARATINGA;2923704;PARATINGA;BA;;
2923803;PARIPIRANGA;2923803;PARIPIRANGA;BA;;
2923902;PAU BRASIL;2923902;PAU BRASIL;BA;;
2924009;PAULO AFONSO;2924009;PAULO AFONSO;BA;;
2924058;PE DE SERRA;2924058;PE DE SERRA;BA;;
2914505;PEDRAO;2924108;IRARA;BA;;
2918100;PEDRO ALEXANDRE;2924207;JEREMOABO;BA;;
2924306;PIATA;2924306;PIATA;BA;;
2924405;PILAO ARCADO;2924405;PILAO ARCADO;BA;;
2924504;PINDAI;2924504;PINDAI;BA;;
2924603;PINDOBACU;2924603;PINDOBACU;BA;;
2914000;PINTADAS;2924652;IPIRA;BA;;
2917300;PIRAI DO NORTE;2924678;ITUBERA;BA;;
2908705;PIRIPA;2924702;CONDEUBA;BA;;
2924801;PIRITIBA;2924801;PIRITIBA;BA;;
2920502;PLANALTINO;2924900;MARACAS;BA;;
2925006;PLANALTO;2925006;PLANALTO;BA;;
2925105;POCOES;2925105;POCOES;BA;;
2925204;POJUCA;2925204;POJUCA;BA;;
2929800;PONTO NOVO;2925253;SAUDE;BA;;
2925303;PORTO SEGURO;2925303;PORTO SEGURO;BA;;
2925501;PRADO;2925501;PRADO;BA;;
2932903;PRES TRANCREDO NEVES;2925758;VALENCA;BA;;
2925808;QUEIMADAS;2925808;QUEIMADAS;BA;;
2910701;QUIJINGUE;2925907;EUCLIDES DA CUNHA;BA;;
2925931;QUIXABEIRA;2925931;QUIXABEIRA;BA;;
2907301;RAFAEL JAMBEIRO;2925956;CASTRO ALVES;BA;;
2926004;REMANSO;2926004;REMANSO;BA;;
2926103;RETIROLANDIA;2926103;RETIROLANDIA;BA;;
2926202;RIACHAO DAS NEVES;2926202;RIACHAO DAS NEVES;BA;;
2926301;RIACHAO DO JACUIPE;2926301;RIACHAO DO JACUIPE;BA;;
2907905;RIBEIRA DO AMPARO;2926509;CIPO;BA;;
2926608;RIBEIRA DO POMBAL;2926608;RIBEIRA DO POMBAL;BA;;
2910404;RIBEIRAO DO LARGO;2926657;ENCRUZILHADA;BA;;
2926707;RIO DE CONTAS;2926707;RIO DE CONTAS;BA;;
2923605;RIO DO PIRES;2926905;PARAMIRIM;BA;;
2927002;RIO REAL;2927002;RIO REAL;BA;;
2927101;RODELAS;2927101;RODELAS;BA;;
2927200;RUY BARBOSA;2927200;RUY BARBOSA;BA;;
2922508;SALINAS DA MARGARIDA;2927309;NAZARE;BA;;
2927408;SALVADOR;2927408;SALVADOR;BA;;
2927507;SANTA BARBARA;2927507;SANTA BARBARA;BA;;
2927705;SANTA CRUZ CABRALIA;2927705;SANTA CRUZ CABRALIA;BA;;
2927903;SANTA INES;2927903;SANTA INES;BA;;
2928059;SANTA LUZIA;2928059;SANTA LUZIA;BA;;
2928109;SANTA MARIA DA VITORIA;2928109;SANTA MARIA DA VITORIA;BA;;
2928406;SANTA RITA DE CASSIA;2928406;SANTA RITA DE CASSIA;BA;;
2928505;SANTA TERESINHA;2928505;SANTA TERESINHA;BA;;
2928000;SANTALUZ;2928000;SANTALUZ;BA;;
2928208;SANTANA;2928208;SANTANA;BA;;
2914505;SANTANOPOLIS;2928307;IRARA;BA;;
2928604;SANTO AMARO;2928604;SANTO AMARO;BA;;
2928703;SANTO ANTONIO DE JESUS;2928703;SANTO ANTONIO DE JESUS;BA;;
2928802;SANTO ESTEVAO;2928802;SANTO ESTEVAO;BA;;
2928901;SAO DESIDERIO;2928901;SAO DESIDERIO;BA;;
2929107;SAO FELIPE;2929107;SAO FELIPE;BA;;
2929008;SAO FELIX;2929008;SAO FELIX;BA;;
2928109;SAO FELIX CORIBE;2929057;SANTA MARIA DA VITORIA;BA;;
2929206;SAO FRANCISCO DO CONDE;2929206;SAO FRANCISCO DO CONDE;BA;;
2929255;SAO GABRIEL;2929255;SAO GABRIEL;BA;;
2929305;SAO GONCALO DOS CAMPOS;2929305;SAO GONCALO DOS CAMPOS;BA;;
2904704;SAO JOSE DA VITORIA;2929354;BUERAREMA;BA;;
2918803;SAO MIGUEL DAS MATAS;2929404;LAJE;BA;;
2929503;SAO SEBASTIAO DO PASSE;2929503;SAO SEBASTIAO DO PASSE;BA;;
2929602;SAPEACU;2929602;SAPEACU;BA;;
2929701;SATIRO DIAS;2929701;SATIRO DIAS;BA;;
2928604;SAUBARA;2929750;SANTO AMARO;BA;;
2929800;SAUDE;2929800;SAUDE;BA;;
2929909;SEABRA;2929909;SEABRA;BA;;
2923407;SEBASTIAO LARANJEIRA;2930006;PALMAS DO MONTE ALTO;BA;;
2930105;SENHOR DO BONFIM;2930105;SENHOR DO BONFIM;BA;;
2930204;SENTO SE;2930204;SENTO SE;BA;;
2903904;SERRA DO RAMALHO;2930154;BOM JESUS DA LAPA;BA;;
2930303;SERRA DOURADA;2930303;SERRA DOURADA;BA;;
2930402;SERRA PRETA;2930402;SERRA PRETA;BA;;
2930501;SERRINHA;2930501;SERRINHA;BA;;
2930600;SERROLANDIA;2930600;SERROLANDIA;BA;;
2930709;SIMOES FILHO;2930709;SIMOES FILHO;BA;;
2903904;SITIO DO MATO;2930758;BOM JESUS DA LAPA;BA;;
2918100;SITIO DO QUINTO;2930766;JEREMOABO;BA;;
2930774;SOBRADINHO;2930774;SOBRADINHO;BA;;
2924009;STA BRIGIDA;2927606;PAULO AFONSO;BA;;
2912103;STA CRUZ DA VITORIA;2927804;IBICARAI;BA;;
2930303;TABOCAS DO BREJO VELHO;2930907;SERRA DOURADA;BA;;
2931004;TANHACU;2931004;TANHACU;BA;;
2931053;TANQUE NOVO;2931053;TANQUE NOVO;BA;;
2927507;TANQUINHO;2931103;SANTA BARBARA;BA;;
2931202;TAPEROA;2931202;TAPEROA;BA;;
2922102;TAPIRAMUTA;2931301;MUNDO NOVO;BA;;
2931350;TEIXEIRA DE FREITAS;2931350;TEIXEIRA DE FREITAS;BA;;
2931400;TEODORO SAMPAIO;2931400;TEODORO SAMPAIO;BA;;
2931509;TEOFILANDIA;2931509;TEOFILANDIA;BA;;
2933505;TEOLANDIA;2931608;WENCESLAU GUIMARAES;BA;;
2931707;TERRA NOVA;2931707;TERRA NOVA;BA;;
2931905;TUCANO;2931905;TUCANO;BA;;
2932002;UAUA;2932002;UAUA;BA;;
2932101;UBAIRA;2932101;UBAIRA;BA;;
2932200;UBAITABA;2932200;UBAITABA;BA;;
2932309;UBATA;2932309;UBATA;BA;;
2917508;UMBURANAS;2932457;JACOBINA;BA;;
2932507;UNA;2932507;UNA;BA;;
2932606;URANDI;2932606;URANDI;BA;;
2932705;URUCUCA;2932705;URUCUCA;BA;;
2932804;UTINGA;2932804;UTINGA;BA;;
2932903;VALENCA;2932903;VALENCA;BA;;
2933000;VALENTE;2933000;VALENTE;BA;;
2906873;VARZEA DA ROCA;2933059;CAPIM GROSSO;BA;;
2933109;VARZEA DO POCO;2933109;VARZEA DO POCO;BA;;
2917508;VARZEA NOVA;2933158;JACOBINA;BA;;
2928703;VARZEDO;2933174;SANTO ANTONIO DE JESUS;BA;;
2916104;VERA CRUZ;2933208;ITAPARICA;BA;;
2916005;VEREDA;2933257;ITANHEM;BA;;
2933307;VITORIA DA CONQUISTA;2933307;VITORIA DA CONQUISTA;BA;;
2932804;WAGNER;2933406;UTINGA;BA;;
2933505;WENCESLAU GUIMARAES;2933505;WENCESLAU GUIMARAES;BA;;
2933604;XIQUE-XIQUE;2933604;XIQUE-XIQUE;BA;;
2300101;ABAIARA;2300101;ABAIARA;CE;;
2300150;ACARAPE;2300150;ACARAPE;CE;;
2300200;ACARAU;2300200;ACARAU;CE;;
2300309;ACOPIARA;2300309;ACOPIARA;CE;;
2300408;AIUABA;2300408;AIUABA;CE;;
2300507;ALCANTARAS;2300507;ALCANTARAS;CE;;
2300606;ALTANEIRA;2300606;ALTANEIRA;CE;;
2300705;ALTO SANTO;2300705;ALTO SANTO;CE;;
2300754;AMONTADA;2300754;AMONTADA;CE;;
2300804;ANTONINA DO NORTE;2300804;ANTONINA DO NORTE;CE;;
2300903;APUIARES;2300903;APUIARES;CE;;
2301000;AQUIRAZ;2301000;AQUIRAZ;CE;;
2301109;ARACATI;2301109;ARACATI;CE;;
2301208;ARACOIABA;2301208;ARACOIABA;CE;;
2301257;ARARENDA;2301257;ARARENDA;CE;;
2301307;ARARIPE;2301307;ARARIPE;CE;;
2301406;ARATUBA;2301406;ARATUBA;CE;;
2301505;ARNEIROZ;2301505;ARNEIROZ;CE;;
2301604;ASSARE;2301604;ASSARE;CE;;
2301703;AURORA;2301703;AURORA;CE;;
2301802;BAIXIO;2301802;BAIXIO;CE;;
2301851;BANABUIU;2301851;BANABUIU;CE;;
2301901;BARBALHA;2301901;BARBALHA;CE;;
2301950;BARREIRA;2301950;BARREIRA;CE;;
2302008;BARRO;2302008;BARRO;CE;;
2302057;BARROQUINHA;2302057;BARROQUINHA;CE;;
2302107;BATURITE;2302107;BATURITE;CE;;
2302206;BEBERIBE;2302206;BEBERIBE;CE;;
2302305;BELA CRUZ;2302305;BELA CRUZ;CE;;
2302404;BOA VIAGEM;2302404;BOA VIAGEM;CE;;
2302503;BREJO SANTO;2302503;BREJO SANTO;CE;;
2302602;CAMOCIM;2302602;CAMOCIM;CE;;
2302701;CAMPOS SALES;2302701;CAMPOS SALES;CE;;
2302800;CANINDE;2302800;CANINDE;CE;;
2302909;CAPISTRANO;2302909;CAPISTRANO;CE;;
2303006;CARIDADE;2303006;CARIDADE;CE;;
2303204;CARIRIACU;2303204;CARIRIACU;CE;;
2303303;CARIUS;2303303;CARIUS;CE;;
2303402;CARNAUBAL;2303402;CARNAUBAL;CE;;
2303501;CASCAVEL;2303501;CASCAVEL;CE;;
2303600;CATARINA;2303600;CATARINA;CE;;
2303659;CATUNDA;2303659;CATUNDA;CE;;
2303709;CAUCAIA;2303709;CAUCAIA;CE;;
2303808;CEDRO;2303808;CEDRO;CE;;
2303907;CHAVAL;2303907;CHAVAL;CE;;
2303931;CHORO;2303931;CHORO;CE;;
2303956;CHOROZINHO;2303956;CHOROZINHO;CE;;
2304004;COREAU;2304004;COREAU;CE;;
2304103;CRATEUS;2304103;CRATEUS;CE;;
2304202;CRATO;2304202;CRATO;CE;;
2304236;CROATA;2304236;CROATA;CE;;
2304251;CRUZ;2304251;CRUZ;CE;;
2304269;DEPUTADO IRAPUAN PINHEIRO;2304269;DEPUTADO IRAPUAN PINHEIRO;CE;;
2304277;ERERE;2304277;ERERE;CE;;
2304285;EUSEBIO;2304285;EUSEBIO;CE;;
2304301;FARIAS BRITO;2304301;FARIAS BRITO;CE;;
2304350;FORQUILHA;2304350;FORQUILHA;CE;;
2304400;FORTALEZA;2304400;FORTALEZA;CE;;
2304459;FORTIM;2304459;FORTIM;CE;;
2304509;FRECHEIRINHA;2304509;FRECHEIRINHA;CE;;
2304608;GENERAL SAMPAIO;2304608;GENERAL SAMPAIO;CE;;
2304657;GRACA;2304657;GRACA;CE;;
2304707;GRANJA;2304707;GRANJA;CE;;
2304806;GRANJEIRO;2304806;GRANJEIRO;CE;;
2304905;GROAIRAS;2304905;GROAIRAS;CE;;
2304954;GUAIUBA;2304954;GUAIUBA;CE;;
2305001;GUARACIABA DO NORTE;2305001;GUARACIABA DO NORTE;CE;;
2305100;GUARAMIRANGA;2305100;GUARAMIRANGA;CE;;
2305209;HIDROLANDIA;2305209;HIDROLANDIA;CE;;
2305233;HORIZONTE;2305233;HORIZONTE;CE;;
2305266;IBARETAMA;2305266;IBARETAMA;CE;;
2305308;IBIAPINA;2305308;IBIAPINA;CE;;
2305332;IBICUITINGA;2305332;IBICUITINGA;CE;;
2305357;ICAPUI;2305357;ICAPUI;CE;;
2305407;ICO;2305407;ICO;CE;;
2305506;IGUATU;2305506;IGUATU;CE;;
2305605;INDEPENDENCIA;2305605;INDEPENDENCIA;CE;;
2305654;IPAPORANGA;2305654;IPAPORANGA;CE;;
2305704;IPAUMIRIM;2305704;IPAUMIRIM;CE;;
2305803;IPU;2305803;IPU;CE;;
2305902;IPUEIRAS;2305902;IPUEIRAS;CE;;
2306009;IRACEMA;2306009;IRACEMA;CE;;
2306108;IRAUCUBA;2306108;IRAUCUBA;CE;;
2306207;ITAICABA;2306207;ITAICABA;CE;;
2306256;ITAITINGA;2306256;ITAITINGA;CE;;
2306306;ITAPAJE;2306306;ITAPAGE;CE;;
2306405;ITAPIPOCA;2306405;ITAPIPOCA;CE;;
2306504;ITAPIUNA;2306504;ITAPIUNA;CE;;
2306553;ITAREMA;2306553;ITAREMA;CE;;
2306603;ITATIRA;2306603;ITATIRA;CE;;
2306702;JAGUARETAMA;2306702;JAGUARETAMA;CE;;
2306801;JAGUARIBARA;2306801;JAGUARIBARA;CE;;
2306900;JAGUARIBE;2306900;JAGUARIBE;CE;;
2307007;JAGUARUANA;2307007;JAGUARUANA;CE;;
2307106;JARDIM;2307106;JARDIM;CE;;
2307205;JATI;2307205;JATI;CE;;
2307254;JIJOCA DE JERICOACOARA;2307254;JIJOCA DE JERICOACOARA;CE;;
2307304;JUAZEIRO DO NORTE;2307304;JUAZEIRO DO NORTE;CE;;
2307403;JUCAS;2307403;JUCAS;CE;;
2307502;LAVRAS DA MANGABEIRA;2307502;LAVRAS DA MANGABEIRA;CE;;
2307601;LIMOEIRO DO NORTE;2307601;LIMOEIRO DO NORTE;CE;;
2307635;MADALENA;2307635;MADALENA;CE;;
2307650;MARACANAU;2307650;MARACANAU;CE;;
2307700;MARANGUAPE;2307700;MARANGUAPE;CE;;
2307809;MARCO;2307809;MARCO;CE;;
2307908;MARTINOPOLE;2307908;MARTINOPOLE;CE;;
2308005;MASSAPE;2308005;MASSAPE;CE;;
2308104;MAURITI;2308104;MAURITI;CE;;
2308203;MERUOCA;2308203;MERUOCA;CE;;
2308302;MILAGRES;2308302;MILAGRES;CE;;
2308351;MILHA;2308351;MILHA;CE;;
2308377;MIRAIMA;2308377;MIRAIMA;CE;;
2308401;MISSAO VELHA;2308401;MISSAO VELHA;CE;;
2308500;MOMBACA;2308500;MOMBACA;CE;;
2308609;MONSENHOR TABOSA;2308609;MONSENHOR TABOSA;CE;;
2308708;MORADA NOVA;2308708;MORADA NOVA;CE;;
2308807;MORAUJO;2308807;MORAUJO;CE;;
2308906;MORRINHOS;2308906;MORRINHOS;CE;;
2309003;MUCAMBO;2309003;MUCAMBO;CE;;
2309102;MULUNGU;2309102;MULUNGU;CE;;
2309201;NOVA OLINDA;2309201;NOVA OLINDA;CE;;
2309300;NOVA RUSSAS;2309300;NOVA RUSSAS;CE;;
2309409;NOVO ORIENTE;2309409;NOVO ORIENTE;CE;;
2309458;OCARA;2309458;OCARA;CE;;
2309508;OROS;2309508;OROS;CE;;
2309607;PACAJUS;2309607;PACAJUS;CE;;
2309706;PACATUBA;2309706;PACATUBA;CE;;
2309805;PACOTI;2309805;PACOTI;CE;;
2309904;PACUJA;2309904;PACUJA;CE;;
2310001;PALHANO;2310001;PALHANO;CE;;
2310100;PALMACIA;2310100;PALMACIA;CE;;
2310209;PARACURU;2310209;PARACURU;CE;;
2310258;PARAIPABA;2310258;PARAIPABA;CE;;
2310308;PARAMBU;2310308;PARAMBU;CE;;
2310407;PARAMOTI;2310407;PARAMOTI;CE;;
2310506;PEDRA BRANCA;2310506;PEDRA BRANCA;CE;;
2310605;PENAFORTE;2310605;PENAFORTE;CE;;
2310704;PENTECOSTE;2310704;PENTECOSTE;CE;;
2310803;PEREIRO;2310803;PEREIRO;CE;;
2310852;PINDORETAMA;2310852;PINDORETAMA;CE;;
2310902;PIQUET CARNEIRO;2310902;PIQUET CARNEIRO;CE;;
2310951;PIRES FERREIRA;2310951;PIRES FERREIRA;CE;;
2311009;PORANGA;2311009;PORANGA;CE;;
2311108;PORTEIRAS;2311108;PORTEIRAS;CE;;
2311207;POTENGI;2311207;POTENGI;CE;;
2311231;POTIRETAMA;2311231;POTIRETAMA;CE;;
2311264;QUITERIANOPOLIS;2311264;QUITERIANOPOLIS;CE;;
2311306;QUIXADA;2311306;QUIXADA;CE;;
2311355;QUIXELO;2311355;QUIXELO;CE;;
2311405;QUIXERAMOBIM;2311405;QUIXERAMOBIM;CE;;
2311504;QUIXERE;2311504;QUIXERE;CE;;
2311603;REDENCAO;2311603;REDENCAO;CE;;
2311702;RERIUTABA;2311702;RERIUTABA;CE;;
2311801;RUSSAS;2311801;RUSSAS;CE;;
2311900;SABOEIRO;2311900;SABOEIRO;CE;;
2311959;SALITRE;2311959;SALITRE;CE;;
2312205;SANTA QUITERIA;2312205;SANTA QUITERIA;CE;;
2312007;SANTANA DO ACARAU;2312007;SANTANA DO ACARAU;CE;;
2312106;SANTANA DO CARIRI;2312106;SANTANA DO CARIRI;CE;;
2312304;SAO BENEDITO;2312304;SAO BENEDITO;CE;;
2312403;SAO GONCALO DO AMARANTE;2312403;SAO GONCALO DO AMARANTE;CE;;
2312502;SAO JOAO DO JAGUARIBE;2312502;SAO JOAO DO JAGUARIBE;CE;;
2312601;SAO LUIS DO CURU;2312601;SAO LUIS DO CURU;CE;;
2312700;SENADOR POMPEU;2312700;SENADOR POMPEU;CE;;
2312809;SENADOR SA;2312809;SENADOR SA;CE;;
2312908;SOBRAL;2312908;SOBRAL;CE;;
2313005;SOLONOPOLE;2313005;SOLONOPOLE;CE;;
2313104;TABULEIRO DO NORTE;2313104;TABULEIRO DO NORTE;CE;;
2313203;TAMBORIL;2313203;TAMBORIL;CE;;
2313252;TARRAFAS;2313252;TARRAFAS;CE;;
2313302;TAUA;2313302;TAUA;CE;;
2313351;TEJUÇUOCA;2313351;TEJUÇUOCA;CE;;
2313401;TIANGUA;2313401;TIANGUA;CE;;
2313500;TRAIRI;2313500;TRAIRI;CE;;
2313559;TURURU;2313559;TURURU;CE;;
2313609;UBAJARA;2313609;UBAJARA;CE;;
2313708;UMARI;2313708;UMARI;CE;;
2313757;UMIRIM;2313757;UMIRIM;CE;;
2313807;URUBURETAMA;2313807;URUBURETAMA;CE;;
2313906;URUOCA;2313906;URUOCA;CE;;
2313955;VARJOTA;2313955;VARJOTA;CE;;
2314003;VARZEA ALEGRE;2314003;VARZEA ALEGRE;CE;;
2314102;VICOSA DO CEARA;2314102;VICOSA DO CEARA;CE;;
5300108;BRASILIA;5300108;BRASILIA;DF;;
3200102;AFONSO CLAUDIO;3200102;AFONSO CLAUDIO;ES;;
3200169;AGUA DOCE DO NORTE;3200169;AGUA DOCE DO NORTE;ES;;
3200136;AGUIA BRANCA;3200136;AGUIA BRANCA;ES;;
3200201;ALEGRE;3200201;ALEGRE;ES;;
3200300;ALFREDO CHAVES;3200300;ALFREDO CHAVES;ES;;
3200359;ALTO RIO NOVO;3200359;ALTO RIO NOVO;ES;;
3200409;ANCHIETA;3200409;ANCHIETA;ES;;
3200508;APIACA;3200508;APIACA;ES;;
3200607;ARACRUZ;3200607;ARACRUZ;ES;;
3200706;ATILIO VIVACQUA;3200706;ATILIO VIVACQUA;ES;;
3200805;BAIXO GUANDU;3200805;BAIXO GUANDU;ES;;
3200904;BARRA DE SAO FRANCISCO;3200904;BARRA DE SAO FRANCISCO;ES;;
3201001;BOA ESPERANCA;3201001;BOA ESPERANCA;ES;;
3201100;BOM JESUS DO NORTE;3201100;BOM JESUS DO NORTE;ES;;
3200102;BREJETUBA;3201159;AFONSO CLAUDIO;ES;;
3201209;CACHOEIRO DE ITAPEMIRIM;3201209;CACHOEIRO DE ITAPEMIRIM;ES;;
3201308;CARIACICA;3201308;CARIACICA;ES;;
3201407;CASTELO;3201407;CASTELO;ES;;
3201506;COLATINA;3201506;COLATINA;ES;;
3201605;CONCEICAO DA BARRA;3201605;CONCEICAO DA BARRA;ES;;
3201704;CONCEICAO DO CASTELO;3201704;CONCEICAO DO CASTELO;ES;;
3202306;DIVINO DE S LOURENCO;3201803;GUACUI;ES;;
3201902;DOMINGOS MARTINS;3201902;DOMINGOS MARTINS;ES;;
3202009;DORES DO RIO PRETO;3202009;DORES DO RIO PRETO;ES;;
3202108;ECOPORANGA;3202108;ECOPORANGA;ES;;
3202207;FUNDAO;3202207;FUNDAO;ES;;
3201506;GOV LINDENBERG;3202256;COLATINA;ES;;
3202306;GUACUI;3202306;GUACUI;ES;;
3202405;GUARAPARI;3202405;GUARAPARI;ES;;
3202454;IBATIBA;3202454;IBATIBA;ES;;
3202504;IBIRACU;3202504;IBIRACU;ES;;
3202553;IBITIRAMA;3202553;IBITIRAMA;ES;;
3202603;ICONHA;3202603;ICONHA;ES;;
3203007;IRUPI;3202652;IUNA;ES;;
3202702;ITAGUACU;3202702;ITAGUACU;ES;;
3202801;ITAPEMIRIM;3202801;ITAPEMIRIM;ES;;
3202900;ITARANA;3202900;ITARANA;ES;;
3203007;IUNA;3203007;IUNA;ES;;
3203056;JAGUARE;3203056;JAGUARE;ES;;
3203106;JERONIMO MONTEIRO;3203106;JERONIMO MONTEIRO;ES;;
3203130;JOAO NEIVA;3203130;JOAO NEIVA;ES;;
3203163;LARANJA DA TERRA;3203163;LARANJA DA TERRA;ES;;
3203205;LINHARES;3203205;LINHARES;ES;;
3203304;MANTENOPOLIS;3203304;MANTENOPOLIS;ES;;
3203320;MARATAIZES;3203320;MARATAIZES;ES;;
3203346;MARECHAL FLORIANO;3203346;MARECHAL FLORIANO;ES;;
3203353;MARILANDIA;3203353;MARILANDIA;ES;;
3203403;MIMOSO DO SUL;3203403;MIMOSO DO SUL;ES;;
3203502;MONTANHA;3203502;MONTANHA;ES;;
3203601;MUCURICI;3203601;MUCURICI;ES;;
3203700;MUNIZ FREIRE;3203700;MUNIZ FREIRE;ES;;
3203809;MUQUI;3203809;MUQUI;ES;;
3203908;NOVA VENECIA;3203908;NOVA VENECIA;ES;;
3204005;PANCAS;3204005;PANCAS;ES;;
3204054;PEDRO CANARIO;3204054;PEDRO CANARIO;ES;;
3204104;PINHEIROS;3204104;PINHEIROS;ES;;
3204203;PIUMA;3204203;PIUMA;ES;;
3203601;PONTO BELO;3204252;MUCURICI;ES;;
3204302;PRESIDENTE KENNEDY;3204302;PRESIDENTE KENNEDY;ES;;
3204351;RIO BANANAL;3204351;RIO BANANAL;ES;;
3204401;RIO NOVO DO SUL;3204401;RIO NOVO DO SUL;ES;;
3204500;SANTA LEOPOLDINA;3204500;SANTA LEOPOLDINA;ES;;
3204559;SANTA MARIA DE JETIBA;3204559;SANTA MARIA DE JETIBA;ES;;
3204609;SANTA TERESA;3204609;SANTA TERESA;ES;;
3204658;SAO DOMINGOS DO NORTE;3204658;SAO DOMINGOS DO NORTE;ES;;
3204708;SAO GABRIEL DA PALHA;3204708;SAO GABRIEL DA PALHA;ES;;
3204807;SAO JOSE DO CALCADO;3204807;SAO JOSE DO CALCADO;ES;;
3204906;SAO MATEUS;3204906;SAO MATEUS;ES;;
3204609;SAO ROQUE DO CANAA;3204955;SANTA TERESA;ES;;
3205002;SERRA;3205002;SERRA;ES;;
3203205;SOORETAMA;3205010;LINHARES;ES;;
3205036;VARGEM ALTA;3205036;VARGEM ALTA;ES;;
3205069;VENDA NOVA DO IMIGRANTE;3205069;VENDA NOVA DO IMIGRANTE;ES;;
3205101;VIANA;3205101;VIANA;ES;;
3203908;VILA PAVAO;3205150;NOVA VENECIA;ES;;
3204708;VILA VALERIO;3205176;SAO GABRIEL DA PALHA;ES;;
3205200;VILA VELHA;3205200;VILA VELHA;ES;;
3205309;VITORIA;3205309;VITORIA;ES;;
5200050;ABADIA DE GOIAS;5200050;ABADIA DE GOIAS;GO;;
5200100;ABADIANIA;5200100;ABADIANIA;GO;;
5200134;ACREUNA;5200134;ACREUNA;GO;;
5200159;ADELANDIA;5200159;ADELANDIA;GO;;
5200175;AGUA FRIA DE GOIAS;5200175;AGUA FRIA DE GOIAS;GO;;
5200209;AGUA LIMPA;5200209;AGUA LIMPA;GO;;
5200258;AGUAS LINDAS de GOIAS;5200258;AGUAS LINDAS DE GOIAS;GO;;
5200308;ALEXANIA;5200308;ALEXANIA;GO;;
5200506;ALOANDIA;5200506;ALOANDIA;GO;;
5200555;ALTO HORIZONTE;5200555;ALTO HORIZONTE;GO;;
5200605;ALTO PARAISO DE GOIAS;5200605;ALTO PARAISO DE GOIAS;GO;;
5200803;ALVORADA DO NORTE;5200803;ALVORADA DO NORTE;GO;;
5200829;AMARALINA;5200829;AMARALINA;GO;;
5200852;AMERICANO DO BRASIL;5200852;AMERICANO DO BRASIL;GO;;
5200902;AMORINOPOLIS;5200902;AMORINOPOLIS;GO;;
5201108;ANAPOLIS;5201108;ANAPOLIS;GO;;
5201207;ANHANGUERA;5201207;ANHANGUERA;GO;;
5201306;ANICUNS;5201306;ANICUNS;GO;;
5201405;APARECIDA DE GOIANIA;5201405;APARECIDA DE GOIANIA;GO;;
5201454;APARECIDA DO RIO DOCE;5201454;APARECIDA DO RIO DOCE;GO;;
5201504;APORE;5201504;APORE;GO;;
5201603;ARACU;5201603;ARACU;GO;;
5201702;ARAGARCAS;5201702;ARAGARCAS;GO;;
5201801;ARAGOIANIA;5201801;ARAGOIANIA;GO;;
5202155;ARAGUAPAZ;5202155;ARAGUAPAZ;GO;;
5202353;ARENOPOLIS;5202353;ARENOPOLIS;GO;;
5202502;ARUANA;5202502;ARUANA;GO;;
5202601;AURILANDIA;5202601;AURILANDIA;GO;;
5202809;AVELINOPOLIS;5202809;AVELINAOPOLIS;GO;;
5203104;BALIZA;5203104;BALIZA;GO;;
5203203;BARRO ALTO;5203203;BARRO ALTO;GO;;
5203302;BELA VISTA DE GOIAS;5203302;BELA VISTA DE GOIAS;GO;;
5203401;BOM JARDIM DE GOIAS;5203401;BOM JARDIM DE GOIAS;GO;;
5203500;BOM JESUS DE GOIAS;5203500;BOM JESUS DE GOIAS;GO;;
5203559;BONFINOPOLIS;5203559;BONFINOPOLIS;GO;;
5203575;BONOPOLIS;5203575;BONOPOLIS;GO;;
5203609;BRAZABRANTES;5203609;BRAZABRANTES;GO;;
5203807;BRITANIA;5203807;BRITANIA;GO;;
5203906;BURITI ALEGRE;5203906;BURITI ALEGRE;GO;;
5203939;BURITI DE GOIAS;5203939;BURITI DE GOIAS;GO;;
5203962;BURITINOPOLIS;5203962;BURITINOPOLIS;GO;;
5204003;CABECEIRAS;5204003;CABECEIRAS;GO;;
5204102;CACHOEIRA ALTA;5204102;CACHOEIRA ALTA;GO;;
5204201;CACHOEIRA DE GOIAS;5204201;CACHOEIRA DE GOIAS;GO;;
5204250;CACHOEIRA DOURADA;5204250;CACHOEIRA DOURADA;GO;;
5204300;CACU;5204300;CACU;GO;;
5204409;CAIAPONIA;5204409;CAIAPONIA;GO;;
5204508;CALDAS NOVAS;5204508;CALDAS NOVAS;GO;;
5204557;CALDAZINHA;5204557;CALDAZINHA;GO;;
5204607;CAMPESTRE DE GOIÁS;5204607;CAMPESTRE DE GOIÁS;GO;;
5204656;CAMPINACU;5204656;CAMPINACU;GO;;
5204706;CAMPINORTE;5204706;CAMPINORTE;GO;;
5204805;CAMPO ALEGRE DE GOIAS;5204805;CAMPO ALEGRE DE GOIAS;GO;;
5204854;CAMPO LIMPO DE GOIAS;5204854;CAMPO LIMPO DE GOIAS;GO;;
5204904;CAMPOS BELOS;5204904;CAMPOS BELOS;GO;;
5204953;CAMPOS VERDES;5204953;CAMPOS VERDES;GO;;
5205000;CARMO DO RIO VERDE;5205000;CARMO DO RIO VERDE;GO;;
5205059;CASTELANDIA;5205059;CASTELANDIA;GO;;
